pid,label,order,layout,collection,thumbnail,full,題名,書名,所蔵機関,請求記号,画工名,和暦年月日,版元名,版元住所,判,形態,彩色,検印状況,主題,細目,その他書誌事項,manifest,人名,検印,その他固有件名,彫師,地名
0623,頼朝公帰京之図,0623,nishikie_item,qatar,,,頼朝公帰京之図,頼朝公帰京之図,東京大学史料編纂所,0380-40,一光斎芳盛画,文久３年５月(18630050550),古賀屋勝五郎,,大判,竪絵 ３枚続,錦絵,あり,将軍上洛,風景画,,,,亥五改,,,
0624,建久元年源頼朝卿上京行粧之図,0624,nishikie_item,qatar,,,建久元年源頼朝卿上京行粧之図,建久元年源頼朝卿上京行粧之図,東京大学史料編纂所,0380-41,五雲亭貞秀画,文久２年１０月(18620100550),藤岡屋慶治郎梓,通油町,大判,竪絵 ３枚続,錦絵,あり,将軍上洛,風景画,,,,戌十改,,松栄堂彫兼,京都
0625,春景駒之戯,0625,nishikie_item,qatar,,,春景駒之戯,春景駒之戯,東京大学史料編纂所,0380-42,辰春亭初板画,（明治元年）(18680550550),,,大判,竪絵 ６枚続,錦絵,なし,戊辰戦争,風刺画,,,,,鳥羽伏見戦争,,
0626,太平記石山合戦,0626,nishikie_item,qatar,,,太平記石山合戦,太平記石山合戦,東京大学史料編纂所,0380-43,応好国輝画印,明治２年１月(18690010550),海老屋林之助,,大判,竪絵 ３枚続,錦絵,あり,戊辰戦争,風景画,,,,巳正改,上野戦争,,
0627,本能寺合戦之図,0627,nishikie_item,qatar,,,本能寺合戦之図,本能寺合戦之図,東京大学史料編纂所,0380-44,さくら坊芳盛筆,明治２年１月(18690010550),具足屋嘉兵衛梓,人形町,大判,竪絵 ３枚続,錦絵,あり,戊辰戦争,風景画,,,,巳正改,上野戦争,彫升,
0628,甲州勝沼駅ニ於テ近藤勇驍勇之図,0628,nishikie_item,qatar,,,甲州勝沼駅ニ於テ近藤勇驍勇之図,甲州勝沼駅ニ於テ近藤勇驍勇之図,東京大学史料編纂所,0380-45,応需大蘓芳年,明治７年１２月(18740120550),丸屋鉄治郎,日本橋通二丁目,大判,竪絵 ３枚続,錦絵,あり,戊辰戦争,風景画,,,近藤勇,戌十二,勝沼戦争,,勝沼
0629,毛理嶋山官軍大勝利之図,0629,nishikie_item,qatar,,,毛理嶋山官軍大勝利之図,毛理嶋官軍大勝利之図,東京大学史料編纂所,0380-46,照皇斎国広筆,（明治元年）(18680550550),,,大判,竪絵 ６枚続,錦絵,なし,戊辰戦争,風景画,,,,,鳥羽伏見戦争,,
0630,毛理嶋山官軍大勝利之図,0630,nishikie_item,qatar,,,毛理嶋山官軍大勝利之図,毛理嶋山官軍大勝利之図,東京大学史料編纂所,0380-47,照皇斎国広筆,（明治元年）(18680550550),,,大判,竪絵 ５枚続,錦絵,なし,戊辰戦争,風景画,０３８０－４６の内1枚欠のもの,,,,鳥羽伏見戦争,,
0631,万国之公使入貢,0631,nishikie_item,qatar,,,万国之公使入貢,神武天皇御即位図,東京大学史料編纂所,0380-48,長谷川貞信謹写,（明治元年）(18680550550),綿屋喜兵衛梓,大坂心斎橋塩町角,大判,竪絵 ３枚続,錦絵,なし,王政復古／外国元首／使臣,風景画,フルタイトルは「神武天皇御即位大度寛仁大日本和合万世不朽之大業を創し給ひ文武誠忠之諸将に褒賞を給ふ図」、万国之公使入貢、薩摩、長州、土佐が伏している,,明治天皇,,,,
0632,仁徳天皇難波都御所江御行幸之図,0632,nishikie_item,qatar,,,仁徳天皇難波都御所江御行幸之図,仁徳天皇難波都御所江御行幸之図,東京大学史料編纂所,0380-49,なし,（明治元年）(18680550550),,,大判,竪絵 ６枚続,錦絵,なし,天皇東幸／大坂行幸,風景画,,,,,,,
0633,仁徳天皇難波都御所江御行幸之図,0633,nishikie_item,qatar,,,仁徳天皇難波都御所江御行幸之図,仁徳天皇難波都御所江御行幸之図,東京大学史料編纂所,0380-50,なし,（明治元年）(18680550550),,,大判,竪絵 ６枚続,錦絵,なし,天皇東幸／大坂行幸,風景画,,,,,,,
0634,伊勢名勝宇治橋之図,0634,nishikie_item,qatar,,,伊勢名勝宇治橋之図,伊勢名勝宇治橋之図,東京大学史料編纂所,0380-51,応需広重（三代目）筆,明治２年４月(18690040550),丸屋平次郎（丸平）,,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,伊勢神宮,巳四改,,,
0635,山城淀川之景,0635,nishikie_item,qatar,,,山城淀川之景,山城淀川之景,東京大学史料編纂所,0380-52,広重筆,文久３年４月(18630040550),広岡屋幸助板,,大判,竪絵 ３枚続,錦絵,あり,尊皇攘夷,風景画,,,淀城/石清水行幸,亥四改,,,
0636,東京府呉服橋南通遠景之図,0636,nishikie_item,qatar,,,東京府呉服橋南通遠景之図,東京府呉服橋南通遠景之図,東京大学史料編纂所,0380-53,応好一曜斎国輝筆,明治元年１０月(18680100550),加賀屋吉兵衛梓,,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰十改,,,
0637,東京名勝本郷之風景,0637,nishikie_item,qatar,,,東京名勝本郷之風景,東京名勝本郷之風景,東京大学史料編纂所,0380-54,応需広重（三代目）筆,明治元年１１月(18680110550),海老屋林之助,堀江町二丁目,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,大宮の氷川神社行幸時のもの,,氷川大明神/赤門,辰十一改,,,本郷
0638,東京日本橋勝景,0638,nishikie_item,qatar,,,東京日本橋勝景,東京日本橋勝景,東京大学史料編纂所,0380-55,応需広重（三代）筆,明治元年９月(18680090550),丸屋鉄次郎（丸鉄板）,通二,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰九改,,,日本橋
0639,（鳳輦江戸城に入るの図）,0639,nishikie_item,qatar,,,（鳳輦江戸城に入るの図）,東京桜田門之図,東京大学史料編纂所,0380-56,応需魁斎芳年画,明治元年８月(18680080550),大貞,,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰八改,,,
0640,東京名勝芝大門之図,0640,nishikie_item,qatar,,,東京名勝芝大門之図,東京名勝芝大門之図,東京大学史料編纂所,0380-57,好ニ応じて広重（三代）筆,明治元年１１月(18680110550),丸正,あれどもよめず,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰十一改,増上寺,,
0641,東京府京橋ヨリ呉服橋ノ遠景,0641,nishikie_item,qatar,,,東京府京橋ヨリ呉服橋ノ遠景,東京府京橋ヨリ呉服橋ノ遠景,東京大学史料編纂所,0380-58,応好一曜斎国輝画図,明治元年１０月(18680100550),海老屋林之助,堀江町二丁目,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰十改,,,
0642,東京高輪之勝景,0642,nishikie_item,qatar,,,東京高輪之勝景,東京高輪之勝景,東京大学史料編纂所,0380-59,応需広重（三代）図,明治元年１０月(18680100550),伊勢屋兼吉（伊勢兼梓）,,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰十改,,,高輪
0643,武州六郷船渡図,0643,nishikie_item,qatar,,,武州六郷船渡図,武州六郷船渡図,東京大学史料編纂所,0380-60,魁斎芳年筆,明治元年１０月(18680100550),丸屋甚八,,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰十改,船橋,,
0644,東都呉服橋光景,0644,nishikie_item,qatar,,,東都呉服橋光景,東都呉服橋光景,東京大学史料編纂所,0380-61,英斎画,明治元年１０月(18680100550),木屋作太郎板,柳原新地,大判,竪絵 ３枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰十改,,,
0645,東京府中橋通街之図其二東京府京橋之図,0645,nishikie_item,qatar,,,東京府中橋通街之図其二東京府京橋之図,東京府中橋通街之図其二東京府京橋之図,東京大学史料編纂所,0380-62,応需芳年筆/景□門人年景画,明治元年１０月(18680100550),丸屋甚八,,大判,竪絵 ６枚続,錦絵,あり,天皇東幸／天皇再幸,風景画,,,,辰十改,,,
0646,近世人物誌第五江藤新平氏,0646,nishikie_item,qatar,,,近世人物誌第五江藤新平氏,近世人物誌,東京大学史料編纂所,0380-63-2-1-(1),芳年,明治２０年２月２０日(18870020200),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,士族反乱／佐賀の乱,肖像画,やまと新聞１０９号附録,,江藤新平,,,円活刀,
0647,近世人物誌第十三江川太郎左衛門,0647,nishikie_item,qatar,,,近世人物誌第十三江川太郎左衛門,近世人物誌,東京大学史料編纂所,0380-63-2-1-(2),芳年印（大蘇）,明治２０年１０月１６日(18870100160),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,ペリー来航,肖像画,やまと新聞３１１号附録,,江川太郎左衛門,,,彫工円活,
0648,近世人物誌第十五水戸翠香院殿,0648,nishikie_item,qatar,,,近世人物誌第十五水戸翠香院殿,近世人物誌,東京大学史料編纂所,0380-63-2-1-(3),芳年,明治２０年１２月１３日(18870120130),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,女性／節婦・善行,肖像画,やまと新聞３５７号附録,,水戸竹松,,,,
0649,近世人物誌第十錦織剛清,0649,nishikie_item,qatar,,,近世人物誌第十錦織剛清,近世人物誌,東京大学史料編纂所,0380-63-2-2-(1),芳年,明治２０年７月２０日(18870070200),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,社会事件,肖像画,やまと新聞２３６号附録,,錦織剛清（にしごりたけきよ）,,,彫工円活,
0650,近世人物誌第十一花井お梅,0650,nishikie_item,qatar,,,近世人物誌第十一花井お梅,近世人物誌,東京大学史料編纂所,0380-63-2-2-(2),芳年,明治２０年８月２０日(18870080200),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,女性／悪女・悪妻・美人画,肖像画,やまと新聞２６３号附録,,花井お梅,,,,
0651,近世人物誌第十二五代目阪東彦三郎,0651,nishikie_item,qatar,,,近世人物誌第十二五代目阪東彦三郎,近世人物誌,東京大学史料編纂所,0380-63-2-2-(3),芳年,明治２０年９月２５日(18870090250),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,演劇／歌舞伎,肖像画,やまと新聞２９３号附録,,阪東彦三郎（５代目）,,,彫工円活,
0652,近世人物誌第十四近衛家の老女村岡,0652,nishikie_item,qatar,,,近世人物誌第十四近衛家の老女村岡,近世人物誌,東京大学史料編纂所,0380-63-2-2-(4),芳年（たいそ）,明治２０年１１月１３日(18870110130),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,安政大獄／女性／節婦・善行,肖像画,やまと新聞３３３号附録,,村岡,,,彫工円活,
0653,近世人物誌第十六武田耕雲斎別室時子,0653,nishikie_item,qatar,,,近世人物誌第十六武田耕雲斎別室時子,近世人物誌,東京大学史料編纂所,0380-63-2-2-(5),芳年印（大蘓）,明治２１年１月２０日(18880010200),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,肖像画,やまと新聞３８６号附録,,武田時子,,天狗党の乱,彫工円活,
0654,近世人物誌第十七西郷隆盛,0654,nishikie_item,qatar,,,近世人物誌第十七西郷隆盛,近世人物誌,東京大学史料編纂所,0380-63-2-2-(6),芳年印（大蘓）,明治２１年２月２４日(18880020240),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,士族反乱／西南戦争,肖像画,やまと新聞４１４号附録,,西郷隆盛,,,彫工円活,
0655,近世人物誌第十八河瀬某の妻,0655,nishikie_item,qatar,,,近世人物誌第十八河瀬某の妻,近世人物誌,東京大学史料編纂所,0380-63-2-2-(7),芳年画印（大蘇）,明治２１年３月２４日(18880030240),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,女性／節婦・善行,肖像画,やまと新聞４２８号附録,,河瀬太宰妻,,,彫工円活,
0656,近世人物誌第十九伴林六郎光平,0656,nishikie_item,qatar,,,近世人物誌第十九伴林六郎光平,近世人物誌,東京大学史料編纂所,0380-63-2-2-(8),芳年画印（大蘇）,明治２１年４月２５日(18880040250),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,肖像画,やまと新聞４６４号附録,,伴林光平,,天誅組の乱,円活刀,
0657,近世人物誌第二十徳川慶喜公御簾中,0657,nishikie_item,qatar,,,近世人物誌第二十徳川慶喜公御簾中,近世人物誌,東京大学史料編纂所,0380-63-2-2-(9),芳年印（大蘓）,明治２１年５月２５日(18880050250),やまと新聞社,京橋区尾張町２丁目１,大判,竪絵 １枚,錦絵,なし,女性／節婦・善行,肖像画,やまと新聞４９０号附録安政２年１２月結婚今出川三位中将娘（一条御養君）,,徳川延子,,,彫工円活,
0658,徳川十二代将軍家治公天保十四癸卯年日光御社参御神橋御通行之図,0658,nishikie_item,qatar,,,徳川十二代将軍家治公天保十四癸卯年日光御社参御神橋御通行之図,徳川十二代将軍家治公天保十四癸卯年日光御社参御神橋御通行之図,東京大学史料編纂所,0380-64,香朝楼国貞筆印,明治２２年１２月２３日(18890120230),牧金之助,浅草区南元町１５,大判,竪絵 ３枚続,錦絵,なし,天保改革,風景画,「昔俤写東絵」とあり,,,,日光社参,,
0659,中古倭風俗日光御社参栗橋渡し船橋之図,0659,nishikie_item,qatar,,,中古倭風俗日光御社参栗橋渡し船橋之図,日光御社参栗橋渡し船橋之図,東京大学史料編纂所,0380-65,香朝楼国貞筆印,明治２２年８月出版(18890080550),長谷川園吉,日本橋区小伝馬町３－１７,大判,竪絵 ３枚続,錦絵,なし,天保改革,風景画,,,,,船橋/日光社参,,
0660,米船渡来旧諸藩士固之図,0660,nishikie_item,qatar,,,米船渡来旧諸藩士固之図,米船渡来旧諸藩士固之図,東京大学史料編纂所,0380-66,東洲勝月,明治２２年９月(18890090550),児玉又七,浅草区駒形丁４２,大判,竪絵 ３枚続,錦絵,なし,ペリー来航,風景画,,,,,,,
0661,安政五年三月三日水府ノ脱士等芝愛宕ノ山上ヘ集会ニ及ビ旧主ノ欝憤ヲ散ゼン為大老彦根侯ヲ撃殺（ウタン）ト雪中ニ密計ヲ評定シ余波（ナゴリ）ノ宴ヲ催ス図,0661,nishikie_item,qatar,,,安政五年三月三日水府ノ脱士等芝愛宕ノ山上ヘ集会ニ及ビ旧主ノ欝憤ヲ散ゼン為大老彦根侯ヲ撃殺（ウタン）ト雪中ニ密計ヲ評定シ余波（ナゴリ）ノ宴ヲ催ス図,水戸浪士愛宕山集合之図,東京大学史料編纂所,0380-67,月岡芳年/社中補筆年参,明治９年３月２２日(18760030220),熊谷庄七板,小舟町３丁目１１,大判,竪絵 ３枚続,錦絵,なし,桜田門外の変,風景画,定価「３枚５銭５厘」とあり,,,,,彫太田秀勝,愛宕山
